x,vx,z,vz,phi,w,a1,a2
4.0714661503,-0.0863450047,9.004601814,0.1788508619,-0.0675106821,-0.9090768791,7.0797715768,7.3212846065
4.067122137,-0.0466233474,9.013530146,0.2612976991,-0.1129706094,-0.6736499037,7.255464603,7.5628859135
4.0647629692,0.0206613553,9.0265826021,0.3571461793,-0.1466591312,-0.392147488,7.4815349312,7.7712323279
4.0657665983,0.1096125691,9.0444265406,0.4666417242,-0.1662722186,-0.135994789,7.7534203072,7.9526382344
4.0712186269,0.2125070438,9.0677505973,0.591070332,-0.1730770821,0.0351312968,8.0433046982,8.1428197535
4.0818166948,0.3218716883,9.0972959081,0.7324254418,-0.1713246395,0.1167401815,8.3618255885,8.3819546392
4.0978866493,0.4328394008,9.1339136976,0.8945516727,-0.1654905368,0.1291269359,8.6823225189,8.6614423682
4.1195122808,0.5427988413,9.1786407038,1.0793822801,-0.1590358833,0.1068738192,8.9736683239,8.9475228918
4.1466418327,0.6508970422,9.2326128538,1.2858926853,-0.1536928717,0.0810693055,9.1735502186,9.1622553163
-1.6176931667,-0.0115389173,2.1037648611,-0.0960844753,-0.0676568479,0,18.3767183815,0.9977227715
-1.6182701125,0.045487655,2.0989606374,0.1947296588,-0.0676568479,-14.4825068311,3.4647176939,18.3765474638
-1.614268912,0.100669253,2.1085671765,0.5669832524,-0.7922348659,-1.5116720426,17.945785366,18.3832903423
-1.607508554,1.1372111361,2.1367868009,1.0982220397,-0.8679243655,-1.0902565954,16.5561071491,18.3826379019
-1.5489209958,2.1936353128,2.1915687588,1.5026791604,-0.9223660235,0.4728421648,10.4437597026,18.3803908955
-1.4375120789,3.0963427904,2.266573946,1.6934515164,-0.8985992996,7.0689414529,14.9698068215,18.3760213906
-1.2809675958,4.1098057707,2.3511180824,2.0207948779,-0.5450262255,9.6417853358,18.3804189929,18.3662659279
-1.073749881,4.8327454048,2.4520296866,2.7681957336,-0.0628248707,9.2676200747,18.3663478841,18.3444680524
-0.8303850004,4.877219655,2.5903116007,3.71827258,0.4006265065,8.9010735412,18.3727723199,18.2799433716
-0.584796159,4.2556717023,2.776097595,4.5441605729,0.8456848867,8.4891769956,18.3767350596,1.1961160189
-0.370284509,3.6179095626,3.0031781575,4.5260600705,1.2701295382,-6.1470659849,18.3845398792,18.219763352
-0.1876605404,2.1707299176,3.2293531333,4.4301782716,0.9628438942,-6.0533653998,18.3901645726,18.3808896923
-0.0773942969,0.9314441035,3.4512670149,4.7425583918,0.660093081,-5.8335969171,18.3751122535,18.2732905679
-0.03565836,0.0187363756,3.6887999616,5.3665910748,0.3682894668,-5.6992035098,15.2497869938,16.8787205929
-0.0385041634,-0.4460637302,3.9575381802,6.0243265357,0.0833209509,-4.1275633331,18.3343701786,18.2255706589
-0.0602303536,-0.5773323054,4.2591633226,6.9376592363,-0.1230131947,-4.0631031736,18.3245672958,17.9822613413
-0.0885142885,-0.3890627296,4.6064548989,7.830351906,-0.3261330789,-4.1956556334,17.6275775382,16.009063365
-0.107419538,0.0634575221,4.9983809278,8.5326252143,-0.5359323668,-5.3867321909,15.5851047104,9.1849219543
-0.1045217739,0.5816643222,5.4254196703,8.8283843302,-0.8053080108,-10.517766903,15.7455759866,14.8521235149
-0.0757631915,1.48987004,5.8672395171,9.1170777332,-1.331234035,-10.8670176081,13.6103406616,17.4541440216
-0.0015356043,2.7046393397,6.3234478914,8.8394390556,-1.8745988749,-7.2554291184,8.6487371659,13.58227138
0.1337152997,3.5382561469,6.7654123007,7.9980208598,-2.2373756608,-2.8714672702,4.0871702273,8.9531012603
0.3106475525,3.9237109132,7.165301914,7.1114019395,-2.3809528752,1.2913946255,4.4531479869,7.5993297946
0.506849263,4.2340367931,7.5208592815,6.2124838789,-2.316386536,3.8646779285,3.9892730969,6.5547059216
0.7185654577,4.5189712201,7.8314706294,5.3824933679,-2.1231550322,5.857291189,2.7608331583,4.6952530562
0.9445270003,4.7413894449,8.1005821246,4.6853739908,-1.8302913257,7.2491713032,1.8560736049,2.9459271015
1.1816085793,4.8898301504,8.3348373165,4.0998118525,-1.4678319595,7.8849345921,1.3402872748,1.8458163301
1.4261115442,4.9752129346,8.5398140782,3.5825087263,-1.0735829641,8.0098667407,1.1246623427,1.284807592
1.6748831196,5.0150763206,8.7189253803,3.1044179901,-0.6730861589,7.8422836744,1.1503253558,1.0305656526
1.925647408,5.0219353901,8.8741318682,2.6543095944,-0.280967519,7.4477447933,1.3766596181,1.0061685802
2.1767542406,4.9991221819,9.0068326925,2.2327455951,0.091424984,6.8590911983,1.7538137287,1.1820496775
2.4267200334,4.938425763,9.1184551207,1.8414408514,0.4343853702,6.1248336374,2.4280677491,1.5338159324
2.67365064,4.8220761657,9.2105121929,1.4821531304,0.7406330954,5.1494321003,3.6270920285,2.1449476562
2.9147634124,4.6174726,9.2846048909,1.1551776646,0.9981104643,3.7207789246,5.2213790023,3.1643238614
3.1456456668,4.2879932202,9.3423490229,0.8450877189,1.1841542358,1.8667269778,6.6787346911,4.4926923831
3.3600536127,3.8288318511,9.3845891228,0.5268581713,1.2774938655,-0.0251328273,7.6409052924,5.683102112
3.551503175,3.276992302,9.4109186339,0.1987971201,1.2762386986,-1.6556909579,8.0462247426,6.4938736196
3.7153604558,2.6837470945,9.4208465051,-0.1107880769,1.1934539561,-2.8870905533,8.0015674524,6.9542537085
3.8495551858,2.0967815178,9.415296891,-0.3661668911,1.0490979686,-3.6513455497,7.69444739,7.1899929935
3.9544013691,1.5560399682,9.3969799811,-0.5437166337,0.8665284726,-3.9344944909,7.327699599,7.3254467482
4.0322102378,1.090923633,9.369786815,-0.6379836829,0.6698012542,-3.7885004495,7.0440979059,7.4327656191
4.0867630949,0.7185303901,9.3378811098,-0.6583565424,0.48037385,-3.3222262042,6.8822435622,7.5166708717
4.1226960563,0.4441125539,9.304957363,-0.6234791209,0.3142605328,-2.6686764296,6.7887266321,7.5335312962
4.1449078178,0.2622592943,9.2737780029,-0.5568287347,0.1808252181,-1.9477081024,6.7034388803,7.4524130188
4.1580266195,0.1579433285,9.2459315974,-0.4805930268,0.0834388697,-1.2503616062,6.6195043028,7.2961017412
4.1659293327,0.1101111313,9.2218973282,-0.4090420683,0.0209203616,-0.639537634,6.5566699073,7.1149512308
4.1714401538,0.0972307068,9.2014409118,-0.3471527592,-0.0110565038,-0.1502672278,6.5225341803,6.9443056648
4.1763066792,0.1011347108,9.1840792268,-0.2942275847,-0.0185694913,0.2068565638,6.5155397247,6.8011495527
4.1813681371,0.1082118351,9.1693640389,-0.2474256772,-0.0082260183,0.437090403,6.5304096156,6.6892233723
4.1867831932,0.109179965,9.1569891638,-0.203929183,0.0136293373,0.5530078917,6.558395312,6.6035604989
4.1922464107,0.0984263855,9.1467893142,-0.1620111661,0.0412806893,0.5698616713,6.5884364773,6.5357045044
4.1971717189,0.0733867288,9.1386855533,-0.1212656726,0.0697747962,0.5045010614,6.6098039766,6.4777865842
4.2008448292,0.0340516649,9.1326192445,-0.0822974663,0.0950008962,0.3755257368,6.6143860349,6.4242377128
4.2025509866,-0.0174907261,9.1285015156,-0.0462052068,0.1137782235,0.2029552925,6.5977473326,6.3718641901
4.20167984,-0.0775649452,9.1261885638,-0.0141137395,0.1239270028,0.0070916031,6.559119102,6.3194283433
4.197804813,-0.1414806265,9.1254803457,0.0131202047,0.1242825604,-0.1929172231,6.5007195076,6.2672214677
4.1907338463,-0.2041168118,9.1261339833,0.0350119447,0.1146376334,-0.3802484521,6.4267360047,6.2166043982
4.1805309258,-0.2604521925,9.1278823662,0.0514065228,0.0956260983,-0.5410671214,6.3422639885,6.1694655278
4.1675110983,-0.3059957717,9.1304506373,0.0623593753,0.0685735805,-0.6647307344,6.2524428644,6.1276820617
4.1522139558,-0.3371032529,9.1335667124,0.0680089956,0.0353378292,-0.743715275,6.1619017175,6.0926951018
4.1353613013,-0.3511867687,9.1369654331,0.0684916432,-0.0018472065,-0.7734361577,6.0744996568,6.0652453859
4.1178043283,-0.3468338847,9.1403884545,0.0639205753,-0.0405183501,-0.7520797433,5.9932872607,6.045264833
4.1004648508,-0.3238507579,9.1435830952,0.0544267889,-0.0781217443,-0.6804994383,5.9206097869,6.0319034376
4.0842743745,-0.2832403355,9.1463032237,0.0402405724,-0.1121462024,-0.5621792945,5.8582843964,6.0236698575
4.0701142583,-0.2271234536,9.1483142226,0.0217840576,-0.1402547403,-0.4032295076,5.8078019099,6.0186535234
4.0587598198,-0.1586096576,9.1494025809,-0.0002567289,-0.1604158825,-0.2123651233,5.7705357277,6.0146980934
4.0508308991,-0.0816251564,9.1493890891,-0.0249098383,-0.1710339038,-0.0009150985,5.7476445906,6.0096874316
4.0467510349,-0.0007055862,9.1481431217,-0.0509676776,-0.171079524,0.2174883255,5.7400709919,6.0019797577
4.0467169755,0.079247113,9.1455944461,-0.0770979153,-0.160205072,0.4275716916,5.7487527979,5.9910191233
4.0506803795,0.1532463347,9.1417394462,-0.1019783014,-0.138826546,0.6133907245,5.7744337378,5.9774732423
4.0583435792,0.2165304761,9.1366406162,-0.1244500431,-0.1081571544,0.7595370415,5.8173548815,5.9630603265
4.069170828,0.2648885038,9.130418386,-0.143655667,-0.0701805219,0.8524123102,5.8768927596,5.950202282
4.0824158299,0.2949859529,9.1232360547,-0.1591216563,-0.0275601872,0.8814670815,5.9513088199,5.9417246534
4.0971655683,0.3046717164,9.1152805946,-0.1707478831,0.0165128397,0.8403518038,6.0376135096,5.9406079463
4.1123994741,0.2932375733,9.1067439824,-0.1786941803,0.0585300715,0.7279306116,6.1314900037,5.9497241662
4.1270615692,0.2615975371,9.0978102001,-0.1831937915,0.0949262264,0.5491010208,6.2273351308,5.971509577
4.1401415765,0.2123574571,9.0886515609,-0.1843548297,0.1223808965,0.3152760122,6.3187532975,6.0076012229
4.1507595108,0.1497516078,9.0794349639,-0.1820149661,0.13814432,0.0441334928,6.399877699,6.0585726734
4.1582471094,0.0794258111,9.0703354143,-0.1756905566,0.1403506275,-0.241946046,6.4652933387,6.1230086348
4.1622183861,0.0080731118,9.0615521128,-0.164746442,0.1282529716,-0.5180901606,6.5099974352,6.1982374821
4.1626220254,-0.0570699269,9.0533160134,-0.1487011347,0.1023481245,-0.7584185665,6.53065651,6.2820921114
4.1597685137,-0.1088601694,9.0458821474,-0.1274928394,0.0644268715,-0.9370516677,6.5303972666,6.3756954719
4.1543254792,-0.1409995788,9.0395086766,-0.1014001066,0.0175739778,-1.0307523048,6.5047057815,6.4715243145
4.1472754422,-0.1487503462,9.0344398374,-0.0718323027,-0.0339639322,-1.0196644195,6.4526487578,6.5662054158
4.1398378112,-0.1297297935,9.0308493744,-0.0408993268,-0.0849474288,-0.8867114829,6.3808498241,6.6594399488
4.1333511967,-0.084493396,9.0288054672,-0.0106066723,-0.1292832542,-0.6212274714,6.3065948799,6.7486049916
4.129126405,-0.0168479113,9.0282760618,0.0180061623,-0.1603448495,-0.2295379113,6.2556190408,6.8243322471
4.1282838872,0.0661010252,9.0291771515,0.0454159052,-0.1718219326,0.2530165618,6.2579046018,6.8706782975
4.1315888133,0.1542534341,9.0314485717,0.0736894889,-0.1591712554,0.7541521039,6.3402040089,6.868779145
4.1393013575,0.2353114304,9.0351335053,0.1058403558,-0.1214637649,1.1662878354,6.5143696675,6.8037358598
4.1510668033,0.2963028379,9.0404258046,0.1444213907,-0.0631494555,1.3635933454,6.7630538532,6.6769388757
4.1658818284,0.326160859,9.0476469686,0.1899359432,0.0050301547,1.2405824812,7.0181825213,6.5270307923
4.182189762,0.3193006104,9.0571436917,0.2400447664,0.0670592385,0.7846641485,7.167217479,6.4457886267
4.1981546433,0.2790001827,9.0691457726,0.2911448193,0.1062924163,0.1539831435,7.1203227294,6.5128954475
4.2121045123,0.2179013922,9.0837027502,0.3407053028,0.113991551,-0.3579934584,6.922989951,6.668518931
4.2229994567,0.1626629686,9.1007376667,0.3966642224,0.0960918621,-0.5565980545,7.450723038,7.5505378978
4.2311324799,0.0941905581,9.1205704759,0.4908193516,0.0682619425,-0.4525001943,7.5945039333,7.8539262387
4.2358417896,0.0509470966,9.1451112105,0.6121960375,0.0456369187,-0.2193084739,7.92459254,8.1526172722
4.2383889356,0.0209844224,9.1757208693,0.758327986,0.0346714865,-0.0210455199,8.4025556582,8.5163385343
4.2394380245,-0.0027539008,9.2136371684,0.9370492269,0.0336192077,0.0745645046,8.9032275547,8.9219593133
-1.4151125215,0.064344237,2.7456862264,-0.0140157181,0.1551083817,0,14.4387616432,0.4900384943
-1.4118953097,-0.0285523414,2.7449854405,0.0856081233,0.1551083817,-11.6239358987,1.1077483985,1.8235044056
-1.4133247777,-0.0463811775,2.7492696864,-0.2899050345,-0.4260874444,-10.5906062829,5.3285090562,17.3286646212
-1.4156457584,0.3292946835,2.7347779997,0.0478566046,-0.9556172709,-0.1924463622,13.8854828869,17.7070217724
-1.3991830162,1.3593035742,2.7371741337,0.2861892183,-0.9652394061,2.9994021311,13.9524156794,17.5795770051
-1.331219883,2.3837087984,2.7514866047,0.5110594312,-0.815269257,5.909309008,15.4266143,17.3118190351
-1.2120365467,3.3131370505,2.7770423099,0.9135302749,-0.5198038614,7.2582213913,16.6147846421,16.7602213782
-1.0463818548,3.9432377333,2.8227212499,1.5727408435,-0.1568929206,7.1066304975,17.3813582757,15.5599052231
-0.8492221895,4.1094392051,2.9013603998,2.368758719,0.1984383899,5.3216620807,17.6405803777,15.0556299191
-0.6437525127,3.8099085776,3.0198000826,3.1372588481,0.4645211647,2.9675309105,17.7985752775,15.3547179361
-0.4532594465,3.1775459472,3.1766643443,3.8012548002,0.6128972751,0.8194534629,17.942034738,15.6971953746
-0.2943845905,2.3717202695,3.3667277904,4.3733823015,0.6538695739,-1.0820437368,18.0283780114,15.8211490749
-0.1758010392,1.5236744234,3.585396251,4.9139447673,0.5997673767,-2.8807343031,17.9787180978,16.9438491957
-0.0996212923,0.7190210536,3.8310932616,5.5281506703,0.4557312932,-3.6348574046,17.6984400936,16.2532665239
-0.0636531169,0.113118673,4.107499859,6.202246663,0.2739885835,-4.7025585989,15.7858343934,15.3068287418
-0.0579927645,-0.2252830584,4.4176109695,6.8471841678,0.0388601023,-4.9249920485,17.2064580237,14.6611921866
-0.0692662347,-0.2727831795,4.7599689413,7.5619810411,-0.207390159,-6.8609492699,15.650806092,11.175338636
-0.0829162336,-0.0505707976,5.1380667241,8.0495926669,-0.5504378554,-10.3326481414,13.1498713291,14.2601671825
-0.0854441664,0.5327483176,5.5405444588,8.4180298735,-1.0670698508,-9.0190662371,12.0059711566,14.9609695727
-0.0587912456,1.4790684784,5.9614441143,8.363317617,-1.5180227089,-6.2176009813,12.0739048753,15.3419843309
0.0151590066,2.5622171039,6.3796083142,7.8441138294,-1.828902248,-3.2605232675,12.14975585,15.5866816638
0.1432683561,3.6100707977,6.7718130605,6.9897026992,-1.9919278975,-0.2738771001,11.7592513777,15.369361367
0.323770386,4.5642784886,7.121297197,5.9847157214,-2.0056213137,2.7448410935,10.9095206172,14.4723704558
0.5519829262,5.4396563335,7.4205318,5.0069388572,-1.8683789563,5.6107223436,9.2751248079,12.9214078106
0.8239652925,6.2366416155,7.6708783777,4.2061112934,-1.5878426631,8.4384218714,8.2378990967,11.1671629593
1.1357972577,6.9570379021,7.8811838118,3.6617928492,-1.1659215857,10.562331082,6.7370951541,8.2997744525
1.4836492155,7.4443367365,8.0642734733,3.3783188115,-0.6378053403,11.4675962356,4.5518220502,4.1712124708
1.8558662519,7.5738407337,8.2331895556,3.1392850639,-0.064426,10.7194311018,4.836461782,3.3899381488
2.2345586067,7.5175937002,8.390154018,2.945990622,0.4715451743,9.1111227859,8.236734783,5.7507653314
2.6104387134,7.189130016,8.5374538592,2.9260261072,0.927101197,6.6970552001,11.2968182237,9.0165462556
2.9698957544,6.4615238964,8.6837555364,2.8975115536,1.2619540303,4.5451308883,12.6011255726,10.6067700089
3.2929725127,5.5018226282,8.8286315132,2.6613501377,1.489210702,2.71234674,12.7827017443,10.7668283502
3.5680642152,4.5003573769,8.9616994339,2.2197504856,1.6248281692,0.9305132119,12.3412338796,10.282166603
3.7930826679,3.5493058489,9.0726874088,1.6573343137,1.6713539733,-0.8203479678,11.5239350407,9.5603483963
3.9705485221,2.6745854224,9.155554584,1.0655970273,1.6303367505,-2.4258387508,10.5118458328,8.8228616108
4.1042782955,1.8755231333,9.2088348768,0.5180038691,1.5090450182,-3.7421544865,9.4526882622,8.1881810351
4.1980547761,1.1513698288,9.2347354663,0.0645585915,1.3219375062,-4.6552678626,8.4811177496,7.7208307126
4.2556235435,0.5101788972,9.237963742,-0.2686237566,1.089174304,-5.113879907,7.7005442126,7.4422369788
4.2811326527,-0.0332200552,9.2245328084,-0.4771913238,0.8334804567,-5.1369392838,7.1638614343,7.3444611994
4.2794717654,-0.4635424064,9.200673433,-0.5734984617,0.5766335844,-4.7933761837,6.8512828545,7.3692577699
4.2562946571,-0.7695592774,9.1719986362,-0.5816864172,0.3369648049,-4.1815793738,6.7135277387,7.4526352166
4.217816603,-0.9494363088,9.1429143938,-0.5316562808,0.1278858017,-3.4084987921,6.6988360508,7.5458931475
4.1703445894,-1.012908898,9.1163316303,-0.4517154871,-0.0425392352,-2.5745151381,6.7643662468,7.6266388989
4.1196988735,-0.9788867073,9.0937458901,-0.3623799098,-0.1712651478,-1.7591957368,6.8722109143,7.6894378036
4.0707541947,-0.8705432036,9.0756268794,-0.2745135065,-0.2592251427,-1.0120568881,6.9756795601,7.7195599211
4.0272266696,-0.7116533033,9.0619011807,-0.1923848553,-0.309828242,-0.3541201112,7.0042466822,7.6651692526
3.9916436509,-0.5257978786,9.0522819199,-0.119608091,-0.3275345465,0.2099577184,6.8999415636,7.4681976653
3.9653534224,-0.3358124496,9.0463015015,-0.0620884555,-0.3170370016,0.6756135662,6.6670443598,7.1194738968
3.9485624366,-0.1610729116,9.0431970295,-0.0260560279,-0.2832567006,1.0272463769,6.3616617668,6.667657338
3.9405084744,-0.0145180383,9.0418941778,-0.0150989881,-0.2318947811,1.2436353474,6.1009640904,6.2416469986
3.9397822522,0.0990225254,9.0411391366,-0.0249406033,-0.1697134076,1.3141311438,5.988670014,5.9695569997
3.9447331037,0.1802122232,9.0398920111,-0.0434464703,-0.1040072003,1.2488142017,6.0672776242,5.912667158
3.9537434846,0.2310606146,9.0377195925,-0.0550046823,-0.0415667548,1.0730375422,6.2816984583,6.0242029111
3.9652963271,0.2528553922,9.0349692703,-0.0486191983,0.0120849776,0.818129586,6.5069649675,6.1830076013
3.9779389059,0.2476675679,9.0325381906,-0.0240433927,0.0529914534,0.5174170701,6.6231464852,6.2693716684
3.9903221393,0.2207360002,9.031335898,0.0086341155,0.0788624488,0.2031584576,6.5719001681,6.2276671806
4.0013588438,0.1805766137,9.0317674932,0.0351213716,0.0890206477,-0.0913377432,6.3674056196,6.0760379863
4.0103876301,0.136623812,9.0335234646,0.0439901651,0.0844541458,-0.3307113313,6.0943002153,5.8940478634
4.0172188195,0.0963413058,9.035722878,0.0321971342,0.0679190369,-0.4851590582,5.870657634,5.7818688452
4.0220359206,0.0639896458,9.0373326374,0.0064379689,0.043661568,-0.5409158194,5.7889349603,5.808873453
4.0252354574,0.0415692529,9.0376544672,-0.020057305,0.0166162373,-0.503970985,5.8628458698,5.9725645819
4.0273140116,0.0302116358,9.0366515483,-0.0341082811,-0.0085819224,-0.3935978088,6.0205294721,6.1904013098
4.0288247214,0.0302238784,9.0349460967,-0.0297089616,-0.0282615298,-0.2372452183,6.1574710693,6.3545212161
4.0303360892,0.0400830614,9.0334606265,-0.0108308835,-0.0401236345,-0.0641202881,6.1913694721,6.3842177985
4.0323404371,0.0561449134,9.0329190837,0.0107764178,-0.0433296221,0.0989965125,6.1087070507,6.270587054
4.0351479054,0.0737330427,9.0334579242,0.0224279074,-0.0383798855,0.2301759021,5.9679213034,6.0806501667
4.0388347956,0.088796896,9.0345793637,0.0177138348,-0.0268712677,0.3154658471,5.8658490316,5.9228886721
4.0432748497,0.0988411863,9.0354650906,-2.47938974348369E-06,-0.011098203,0.351142623,5.8664499037,5.8709656345
4.0482171634,0.1025996758,9.0354649992,-0.0209253683,0.0064586917,0.3417086192,5.9706578195,5.9331524467
4.0533474281,0.099277768,9.0344187662,-0.0347320362,0.0235439165,0.2976115878,6.124744592,6.0599340952
4.0583116177,0.0884205018,9.0326822079,-0.0356809486,0.0384243511,0.2324175981,6.2551882108,6.1766824681
4.0627329516,0.0703545016,9.0308982309,-0.0249097297,0.0500451659,0.1582611101,6.3088590186,6.2251452705
4.0662509554,0.0464364422,9.0296528206,-0.0091025247,0.0579582414,0.0825516659,6.2755475222,6.189765863
4.0685730138,0.0187324139,9.0291977524,0.0034530978,0.062085923,0.007964377,6.1843115126,6.0966008937
4.0695098295,-0.0105798203,9.0293704314,0.0069871904,0.0624843018,-0.0654271373,6.0850104995,5.994828853
4.0689809857,-0.0396540726,9.0297197739,0.0005955348,0.0592131426,-0.1381195409,6.019634831,5.9281286081
4.0669983892,-0.0670155437,9.0297495251,-0.0123286592,0.0523073737,-0.2091837328,6.0066936979,5.9174071392
4.0636476692,-0.0912850958,9.0291330335,-0.0263939552,0.0418483791,-0.275727373,6.0343643629,5.9531607547
4.0590834221,-0.1108995339,9.0278132633,-0.0371733571,0.028062164,-0.3330342878,6.0734662379,6.0086965996
4.0535384166,-0.1240999594,9.0259545133,-0.0429997404,0.0114105499,-0.3744924422,6.1026034604,6.0634423442
4.0473333418,-0.1292261746,9.0238043953,-0.0445604192,-0.0073140308,-0.3930520262,6.1031736647,6.0980094869
4.0408719566,-0.1250687688,9.021576227,-0.0445460481,-0.026966647,-0.3825832983,6.0815228036,6.1163222804
4.0346184451,-0.1111748647,9.0193487652,-0.0452785523,-0.0460958736,-0.3392049765,6.0586126017,6.1338678246
4.0290596388,-0.0879141873,9.017084667,-0.0472779033,-0.0630562174,-0.2637438369,6.0562739948,6.1655686179
4.0246638921,-0.0563941539,9.0147206332,-0.0491350163,-0.0762435231,-0.1627526137,6.0874140353,6.2172564789
4.0218441474,-0.0183691941,9.0122637406,-0.0483769714,-0.0843812728,-0.0484337949,6.152458153,6.285444945
4.0209256677,0.0238368628,9.0098447482,-0.0425837987,-0.0868030767,0.0642088314,6.2497150556,6.3680241366
4.0221174472,0.0675314772,9.0077153914,-0.0296100913,-0.0835927374,0.1603865467,6.3757430717,6.4640774908
4.0254939122,0.1099503956,9.0062346904,-0.0076705089,-0.075573497,0.2279706989,6.5253442464,6.5738787352
4.0309913185,0.1486016504,9.0058509775,0.0246880156,-0.0641750339,0.2598482063,6.6944002029,6.7010282193
4.0384213041,0.1816150305,9.0070851894,0.0688407163,-0.0511826835,0.2556055921,6.8806889751,6.8509223747
4.0475019708,0.2079784591,9.010527047,0.1262679066,-0.038402456,0.2211935834,7.0790386848,7.0236937667
4.0579008178,0.2275905417,9.0168402872,0.1982124476,-0.0273428248,0.1667596287,7.2818679701,7.2133726496
4.0692802449,0.2411772037,9.0267507684,0.2853245423,-0.0190048884,0.1034128149,7.4929772618,7.4201764774
4.0813390355,0.2501162564,9.0410168615,0.3883923387,-0.0138342899,0.0388588984,7.7061716028,7.6259883627
4.0938447547,0.2561442229,9.0604363632,0.507262838,-0.0118913821,-0.029420914,7.9017437062,7.8377056842
4.1066518482,0.2611551837,9.0857993786,0.6413455615,-0.0133624556,-0.0816801959,8.1949064237,8.1551507023
4.1197095475,0.2674080854,9.1178665699,0.7987011047,-0.0174464823,-0.1117401499,8.5186828103,8.5032773823
4.1330799425,0.2767676807,9.1578015725,0.9816139083,-0.0230334977,-0.1203784397,8.8450129535,8.848617551
4.1469183233,0.2904762396,9.2068822234,1.1898328751,-0.0290524216,-0.1128503858,9.1059553911,9.1143257741
-1.0778371506,-0.0344869132,2.3607867353,0.0342528741,-0.024542007,0,18.3892475676,4.3420262909
-1.0795614962,-0.0118294449,2.362499379,0.452387488,-0.024542007,-11.7060177306,5.9159678321,17.1902609019
-1.0801529823,0.0109694983,2.3851187594,0.8813344339,-0.6098428915,-1.8708223394,16.362252603,18.3931474438
-1.0796045213,0.8070949015,2.429185487,1.5216380544,-0.7033840082,-0.1080982325,14.010784887,18.3930248115
-1.0392497901,1.6373793172,2.5052673955,2.004443352,-0.7087889206,3.547831063,15.2826713363,18.3926590931
-0.9573808381,2.4977972427,2.6054895687,2.5164851137,-0.5313973689,6.0061482094,16.6275618562,18.3908890423
-0.8324909899,3.182633926,2.7313138299,3.2083969328,-0.23108996,7.2498564608,18.3891165701,17.449632679
-0.6733593076,3.4791335831,2.8917336819,4.0812647755,0.131402862,6.1944794463,18.3910002966,15.0681897991
-0.4994026424,3.2689817258,3.0957969258,4.8767831474,0.4411268338,3.1926615126,18.3928916502,15.0584098731
-0.3359535701,2.6649982911,3.3396360881,5.5474774796,0.6007599093,0.2939358366,18.3932825086,15.0261067126
-0.2027036696,1.8827092231,3.6170099665,6.1042175181,0.6154567013,-2.5230910818,18.3932777411,18.1156075684
-0.1085682175,1.0207707294,3.9222208341,6.7450727356,0.4893021487,-2.6596567191,18.3926687303,18.2429550972
-0.0575296684,0.3217971126,4.2594744622,7.4806010315,0.3563193155,-2.684459315,12.4626087085,10.4499965102
-0.0414398047,-0.0011752115,4.633504505,7.7742176517,0.2220963528,-4.2607452177,0.0062131747,0.0035628752
-0.0414985544,-0.0012596984,5.0222153788,7.206354833,0.0090590945,-4.1028207929,0.0072978961,0.0069574676
-0.0415615305,-0.0012691587,5.3825331116,6.6443617236,-0.1960819429,-3.9489068018,0.0072479937,0.0002505186
-0.0416249794,-0.0012445468,5.7147511889,6.0877228617,-0.3935272816,-3.8063249504,2.6011122294,4.8994910986
-0.0416871969,0.1138032288,6.0191373231,5.8134600811,-0.583843528,-1.7479548466,13.830789834,15.8479701314
-0.035997028,0.7672549203,6.3098103184,6.2552711747,-0.6712412683,-0.0012772958,16.1101343212,17.1036552428
0.0023657232,1.586095608,6.622573871,6.7424933603,-0.6713051315,0.8267048105,10.3657761253,10.3750108959
0.0816705089,2.0863420718,6.959698533,6.834254105,-0.6299698909,0.8033301303,0.0127459194,0.0180706412
0.1859876178,2.0661583396,7.3014112322,6.2764455533,-0.5898033848,0.7775755745,0.0003066246,0.0030821497
0.2892955402,2.0455307728,7.6152335035,5.7233240634,-0.5509246066,0.7506646301,0.0064994205,0.0046468251
0.3915720811,2.0252817263,7.9013997107,5.1759890096,-0.5133913756,0.7209083217,0.0065310983,0.0040155918
0.4928361631,2.0052091634,8.1601991648,4.6341131087,-0.4773459601,0.6917179287,0.0065679885,0.0032769485
0.5930966179,1.9853108999,8.3919048239,4.097636867,-0.4427600643,0.6629783301,0.0066572095,0.0023050048
0.69236216,1.9655843112,8.5967866709,3.5664981793,-0.4096111485,0.6344345574,0.0064585367,0.0023224009
0.790641373,1.9460437197,8.7751115835,3.040666817,-0.3778894213,0.6071436123,0.0046341993,0.0036611068
0.8879435566,1.9266896162,8.927144928,2.5200754349,-0.3475322414,0.5835142212,0.0023487473,0.0038410748
0.9842780352,1.9074993869,9.0531487033,2.0046105006,-0.318356531,0.5628274181,0.0024027722,0.0154867013
1.0796530026,1.8886230939,9.1533792319,1.4947527554,-0.2902151608,0.5525777619,0.0668930758,0.1081235269
1.1740841554,1.8716661027,9.2281168731,0.9960364562,-0.2625862734,0.566168757,0.3342412195,0.3661188891
1.2676674589,1.8601648602,9.2779186993,0.5226475346,-0.2342778362,0.5714549726,0.7764089042,0.7832951205
1.3606757003,1.8560113908,9.3040510791,0.0876176921,-0.2057050883,0.5557163034,1.1987196511,1.2060722949
1.4534762683,1.8570826769,9.3084319666,-0.3095830803,-0.1779192739,0.5409578356,1.4963557114,1.4923125454
